Average Rent,Category,Latitude,Longitude,Name,Neighborhood
2069.833333,Fast Food Restaurant,40.7956428527832,-73.93600463867188,All Star Fast Food,EAST HARLEM
3230.0,Fast Food Restaurant,40.760243,-73.975954,Rus Fast Foods,MIDTOWN EAST
3869.583333,Fast Food Restaurant,40.75016282882269,-73.98887112157107,Marty's Vegan Fast Foods,MIDTOWN SOUTH
3055.333333,Fast Food Restaurant,40.721101000000004,-73.991086,Lucky Fast Food,NOLITA
1546.5,Fast Food Restaurant,40.872230529785156,-73.87747955322266,Latin Fast Food,NORWOOD
1708.324444,Fast Food Restaurant,40.872230529785156,-73.87747955322266,Latin Fast Food,WILLIAMSBRIDGE
